code,text
Quoting from others' messages & Referring explicitly to others' messages,I’m still triggered by Moritz Stefaner with OECD dataset: Happy Life Indexhttp://www.oecdbetterlifeindex.org
Quoting from others' messages & Referring explicitly to others' messages,Alberto Cairo also talked about him and he’s on the cover of his latest book.
Quoting from others' messages & Referring explicitly to others' messages,I agree with one comment regarding the grey text box overlapping the data as being too distracting
Quoting from others' messages & Referring explicitly to others' messages,"Interesting graph and like Alberto said, visualization has that magic in iteself. It really attracts you to a story and makes it more easy to understand."
Quoting from others' messages & Referring explicitly to others' messages,"although, as someone wrote it, I was"
Quoting from others' messages & Referring explicitly to others' messages,also distracted by the gray text box overlapping the data.
Quoting from others' messages & Referring explicitly to others' messages,see: https://public.flourish.studio/story/11085/
Quoting from others' messages & Referring explicitly to others' messages,"Hoping this will work better. https://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pdfhttps://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pptxSCB"""
Quoting from others' messages & Referring explicitly to others' messages,These are the links. Hoping this will work better. https://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pdfhttps://journalismcourses.org/pluginfile.php/283658/mod_forum/post/295866/Cairo%20course%20powerpoints%20Iowa%20population%20change.pptxSCB
Quoting from others' messages & Referring explicitly to others' messages,I would like to second Rahel’s comment: do you have any ideas which factors influence the trends in employment?
Quoting from others' messages & Referring explicitly to others' messages,"To consider someone to be literate, I found that different countries use different means. (https://ourworldindata.org/how-is-literacy-measured)"
Expressing disagreement,I have a suspicion your data can change significantly.
Expressing disagreement,I was not sure what you used as your data source.
Expressing disagreement,I still think it is unlikely that disease is causing the population decline
Expressing disagreement,I did find it confusing though that you used the same color palette to for the boroughs in the map as you did for the races in the stacked bar.
Expressing disagreement,I was also concerned about the colors repeating for different purposes.
Expressing disagreement,I’m not sure of the value of looking at the demographic breakdown in the boroughs and how it relates to SAT scores.
Expressing disagreement,"However, I do not agree with you that the energy use in Asia is particular high."
Expressing disagreement,Not a good idea to have vertical scroll in an interactive infographic
Expressing disagreement,I don’t really agree with the chart option you gave because it looks like a scatterplot without being one which can be confusing
Expressing disagreement,I wonder if using red for the whole visualisation was the right choice.
Expressing disagreement,But... but there’s a problem.you have not thought about other risks for the little mouse.
Expressing disagreement,"Not sure if rank adds extra information, since audience can detect rank from scoring as well."
Expressing disagreement,I just wondering if you really need all the graphs.
Expressing disagreement,"I have some doubts about the numbers, those for the different ages seem much too high to me."
Expressing disagreement,I am not sure if average of an index is the best way to show the data although I can see how it could show places with a tendency for being less or more explosive.
Personal advice,I see that you started at 70s. Have you think about to separate analysis by decades?
Personal advice,"Some litle suggestions:- Maybe, you could complete your dataset with the kind of music"
Personal advice,It would be interesting to know if the cause of death is also related to the kind of music of the artist
Personal advice,"You could take advantage of the Location data to analize the """"Unlucky 27"""" theory. It would be interesting to know if it was a repeated event per location"
Personal advice,"Other things that come to mind are solo artist versus band member, geographic distribution, career trajectory to name a few.Please share the dataset you’ve compiled"
Personal advice,Just one thought comes to mind in terms of opportunities to improve the visualization
Personal advice,"By visualizing deaths of rock musicians versus deaths among the total population, this is something we could understand visually."
Personal advice,I’d also like to filter by genre if I can figure out how to do it
Personal advice,what would have been really interesting is to see a map of deaths by type stratified by age
Personal advice,"Those dynamics may be hard to measure, but the mass northward migration would be interesting to track over a similar time frame."
Personal advice,I think you could get answers in emigration statistics and political situations in these countries.
Personal advice,I would be interested in the time course
Personal advice,I would also use percentage of growth
Personal advice,"did you consider taking the wide ranges and transforming them by giving them some common denominator, such as population per square meter or mile?"
Personal advice,with these data I would try to go deeper if the minority genders proportionally need more treatment
Personal advice,"It would be interesting to compare with audio streaming services data, I assume the results would be totally different."
Personal advice,It would be interesting to overlay the visual with the average birth year of the Rolling Stone editors/contributorsthat came up with the list.Also would be interesting to compare this list to other magazines/publisher lists.
Personal advice,One other possible thing to explore would be which album in the artist’s discography got ranked
Personal advice,"It would, however, be interesting to see the change in popularity of specific genres over time."
Personal advice,It would be interesting to view by both sales and acclaim to see if there’s any correlation.
Personal advice,"Still a very relevant insight to explore, unfortunately. I think it would be interesting to separate by positions in the hierarchy of the staff, if there was such information"
Personal advice,It would be really cool if you interviewed that teacher. Bring it on.
Personal advice,but I would suggest looking at overall death rates first.
Personal advice,I think that it could be interesting make a comparision between the age of the hospitalized people and its diseases
Personal advice,But here are my thoughts:- I would spell out once what ESL means .
Personal advice,"Also, I understand you want to cut down on excess information but I would appreciate a quick color chart in one of the bottom corners that I can glance at while I am reading your graphs."
Personal advice,It would definitely be worth looking into.
Personal advice,It might be interesting to also use the map districts to filter the scatterplots.
Personal advice,It’d by nice to see where all the schools in my specific district fall.
Personal advice,One criticism: I would work on the color scheme - confusing to have manhattan coded red and also hispanic students coded red.
Personal advice,I think the final portion of your post points to the need for some statistical analysis to gauge the extent to which these two variables are correlated.
Personal advice,I’d be very interested to view a trendline showing the general relationship between CO2 and taxes.
Personal advice,though one suggestion to improve chloropleth maps: if you want to compare them keep the same value bins for each color.
Personal advice,It would be also very interesting to compare this data with deforestation data!
Personal advice,That is the only minor suggestion I have for improving your charts.
Personal advice,"I think what would be interesting to see is how the mix of grains fluctuate, particularly among the top trade partners."
Personal advice,"If possible come and take a look at my work, it can be accessed online dynamically."
Personal advice,"Instead of a stacked bar chart, a normal bar chart could be an alternative."
Personal advice,I think if you used another color for the Western Hemisphere and Western Europe it would be more appealing.
Personal advice,One thing to consider with future predictions is that they is more uncertainty the farther out the prediction such as the year 2050.
Personal advice,I think it might be interesting to show the status on the right
Personal advice,"Maybe, you can focus the data in the operable reactors to see the capacity of this countries to produce energy."
Personal advice,You might want to consider a legend rather than labelling directly
Personal advice,it would be interesting to further follow this data and couple it with interviews of girls from countries where education is expanding.
Personal advice,you can investigate reading the story of Nepal and Lesotho.
Personal advice,"Perhaps, you can find, in this way, some intuitions."
Personal advice,"Perhaps it will be useful to make a scatter chart, in x-axis the percentage of girls and in y-axis the country income."
Personal advice,"Hi Claudia,If you go tohttps://data.worldbank.org/indicator/SE.PRM.CMPT.FE.ZS?view=chart, you’ll find a spot where you can download the dataset in CSV, Excel, or XML."
Personal advice,It might help to add some numerical ranges to the y-axis to better understand what is being classified as what kind of income.
Personal advice,A bit of color in the chart might also help add clarity
Personal advice,"maybe having the lines and boxes in a color different from the background would help them stand out visually, making the data easier to grasp quicker"
Personal advice,"First, you need a decompressor (I have iZip). Then you still have the tsv file. Then you can choose to transform it through R"
Personal advice,The second option is to google a converter from tsv to csv.
Personal advice,It would be interesting to use a map of Florida to clearly show where the bites were
Personal advice,you could color them to depict resident/non-resident victims
Personal advice,I would add also that such a map could be improved if made interactive
Personal advice,This may help us to identify some seasonal patterns
Personal advice,Another idea would be to use the data to help people avoid bites in the future.
Personal advice,Perhaps you might want to use color on one map - the one of the winning side
Personal advice,This would allow you to see changes in staffing over time.
Personal advice,"If you wanted to show how expenditure relates to staffing, then expenditure could be on the X"
Personal advice,The points could have been labelled by years
Personal advice,I think you could have improved your graphic
Personal advice,It would be great if you could take a look at this new graph:https://journalismcourses.org/mod/forum/discuss.php?d=104639#p293579
Personal advice,Try choosing a visualization with a single pair of axes
Personal advice,"If you need to do so, it might be better to limit each type of encoding (bars or lines) to a single axis."
Personal advice,Would be interesting to see what you find with some more digging in the data!
Personal advice,It would be great to do some follow-up interviews to find out what the reasons for these trends are.
Personal advice,Your charts could be clearer
Personal advice,It might also be good to focus on the extremes like the Netherlands vs Honduras.
Personal advice,"You could use different colors for different years, but keep the same color for a given year across all countries"
Personal advice,Another possibility if the data is available would be to look by country.
Personal advice,I would make the headline bigger and bolder with possibly some colour in it.
Personal advice,perhaps it would serve the visualisation better to use a world map?
Personal advice,you might want to look at your selection of colour hues and shades.
Personal advice,Some feedback:
Personal advice,I think it would be better to leave each country in the same position on the x axis
Personal advice,Having the bars staggered by their amounts would also help compare countries.
Personal advice,Just two minor nitpicks/questions:
Personal advice,how about a scatter plot?
Personal advice,still maybe you give the happy floating bubbles a try?
Personal advice,The scatterplot would be a great idea
Personal advice,"Some details in graphics, such as many colours instead put the names into the graph could be better."
Personal advice,I still wonder if it could be larger?
Personal advice,Could the text at the top be larger and summarized?
Personal advice,My only wish would be to see if I could do more comparisons against even more nations.
Personal advice,you could use interesting annotations to provide further insights and make it more interesting.
Personal advice,"Not to be conspiratorial, but it might be interesting to follow the campaign trails in conjunction with the shootings."
Personal advice,"I think the interactive could be complemented with other graphics and variables to try to find a correlation such as education, poverty, number of guns by region..."
Personal advice,That would be a great story to tell.
Personal advice,but maybe something to consider (if the feature is available) would be to pause at some points to highlight specific incidents.
Personal advice,I think that particular component could be implemented more effectively
Personal advice,One thing which could be interesting would be to gradually change the color of the region of the map
Personal advice,If you were to continue I would suggest making a research about arm sales and regions where they are more easy to get and explore what the links could be.
Personal advice,Just two comments.
Personal advice,That would be cool.
Personal advice,You have to do another bubble charts
Personal advice,if I may suggest an improvement there is a visible data gap in Switzerland.
Personal advice,I believe you could develop such a narrative a bit further
Personal advice,Some little suggestions
Personal advice,The one thing I would change is to add a note to the Chapter 3 heat map telling the reader that a low overall score is the most desirable.
Personal advice,"If I had to make a critique, it will be on resources breakdown"
Personal advice,It is good to see more details on this.
Personal advice,i wish you could go deeper and show the impact on Afghanistan
Personal advice,"I wonder if it was easy for you to select the information, it seems there are a lot of data about it."
Personal advice,It would be nice to add photos of number one goods imported from each country
Personal advice,The only suggestion I have to offer is that you may want to rethink the use of the Sankey diagram
Personal advice,My only feedback is on the doughnut chart.
Personal advice,maybe switch to a bar chart?
Personal advice,"It would be cleaner, and easier to see."
Personal advice,One additional thing I think might be rather interesting to see would be the relation between the absolute number of tickets sold and the size of the population
Personal advice,It will be interesting to explore how the density of multiplex screens has increased as they say India is the most under-screened country
Personal advice,My only thought is that you could tell us in the first slide
Personal advice,The only thing I was wondering about is slide no. 4.
Personal advice,I’d have probably added a budget/movie comparison across countries as well
Personal advice,The only hiccup seemed to be slide 4
Personal advice,Wondering if a slide could be added on highest paid actors
Personal advice,"If I had to make a critique, I will consider ordering countries in terms of wich percentage of allways happy is bigger."
Personal advice,"My suggestion is to order the countries alphabetically, this will help"
Personal advice,the audience to find the countries easier.
Personal advice,"The only criticism I could make (but that I don’t know how to fix either, is that in the first slide, it’s difficult to discern trends."
Personal advice,Maybe if the graphs were plotted onto a map of Europe one could more easily see the trend
Personal advice,It would be nice to combine for example climate
Personal advice,Some totals for all of Europe would also be nice as reference
Personal advice,The only minor change I would make to your presentation would be to use the same color
Personal advice,One thing I would suggest:
Personal advice,"instead of looking at each individual level of happiness across each country individually, perhaps you could look at each level of happiness together in one line chart"
Personal advice,It will be perfect if you will have an ability to choose 2 countries
Personal advice,My only suggestion is that it is better to write the explanations of the information on the head of the slide after the title
Personal advice,I wish we could isolate a single country to see its progression over time.
Personal advice,Perhaps you could cut some text or make a few more slides.
Personal advice,"It seems more appropriate to use only the headers; in this way, neither"
Personal advice,data nor written information lose prominence.
Personal advice,I would maybe color the subject text or box to show the gender dominance
Personal advice,I would add another chart zooming in on some of the points that you make on increases and decreases.
Personal advice,I would perhaps recommend to space out the charts vertically as I am getting things a little mixed up
Personal advice,The only thing I would change from my side is to change color from black to white
Personal advice,If you are interested in growth in population at the county level and you want to highlight the growth of particular counties
Personal advice,I would use a bar graph of the (perhaps annualized) growth rates at the county level
Personal advice,You might also just show average growth rates of more and less urbanized areas.
Personal advice,That way you present the data and help the viewer to immediately see the difference between the more- and less-urbanized areas.I hope that helps
Personal advice,I have few suggestions
Personal advice,"I think it’s really good to start with raw numbers, but I would like to see this data as a percent of cats available at that age."
Personal advice,I would expect to see far less variance in adoption if the percentage available were taken into account.
Personal advice,i would recommend combining a few or the most related ones. This might have worked better as a bar graph
Personal advice,Just some comments. I think you could improve the chart on cats’ colors.
Personal advice,"If the goal is to highlight that black cats are more adopted than others, I think a pie would be better."
Personal advice,I think the color of graphics should match to the color of cats
Personal advice,"However, maybe I would had liked to see a comparison over the years, to see if it has increased or decreased around the world"
Personal advice,"However, I would had also liked to understand what happens with the fish line."
Personal advice,you might consider changing them.
Personal advice,I would have like to see one more bar graph of comparison so I could make sure that I was understanding the world map.
Personal advice,"so I suggest separating them by regions or ranges of results, so that it is pleasing to the eye."
Personal advice,I think (and I am just learning this now) that this project could benefit greatly from annotations
Personal advice,"Perhaps, in order to know whats states have the highest rates of gun violence"
Personal advice,"I think if I wanted to expand on this, I definitely want to start looking at the state level to see what is going on!"
Personal advice,"However, I think the map can be improved a bit."
Personal advice,but maybe you could use different map? Less colorful?
Personal advice,why not make the dots smaller and filled?
Personal advice,it could be interesting to compare with the population changes in these specific regions.
Personal advice,"I think it would have been better to show with population increase, certainly!"
Personal advice,it is good if we have the label that identify the year at the end of each line
Personal advice,the next level you may take the story to is explore the reasons on why the trend of gun shooting is going up
Personal advice,maybe add photos of main incidents according to the timeline of your story
Personal advice,"adding a human sense to the story would be good, so maybe add side bar stories on significant stories"
Personal advice,I think it would be great insert the level of ’high blood pressure’ each countries.
Personal advice,Some suggestions from my side:- your viz deserves a title!
Personal advice,Just let me to make some comments:
Personal advice,Perhaps it would be interesting the possibility to view all the numbers at the end of the effect
Personal advice,Exploring more these points could be interesting!
Personal advice,Herein some feedback:
Personal advice,"Though it would be relevant for other stats.2. I would make dots smallers, and letter of provinces larger."
Personal advice,Would be great to add 2 reference lines
Personal advice,"Your graph could use a grid, too."
Personal advice,The only critique I have is less of the content of your work than it is of trying to squeeze a visualization into a smaller screen or trying to adapt a viz so it accommodates all formats.
Personal advice,"And, I do not know if is possible, put Integration and"
Personal advice,Segregation area on bottom in the chart.
Personal advice,Things to think about for your next iteration of the chart.
Personal advice,"The one thing I would add is to include the names of the parties along with the logos, for the benefit of those of us who cannot read Hebrew."
Personal advice,"To fix that, I suggest adding another chart but withoutIndianapoilis’ numbers."
Expressing agreement,I didnt knew about the unlucky 27 but you convinced my about it with your analisis
Expressing agreement,Great topic!I certainly agree with your visual about the best decades!
Expressing agreement,I agree that your numbers show the incidences of disease has remained steady.
Expressing agreement,"Yeah, the idea of reported crimes is important here."
Expressing agreement,Agree with all your points.
Expressing agreement,I agree.
Expressing agreement,I agree it’s much more effective this way.
Expressing agreement,Indeed a mapping of the incidents will be helpful
Expressing agreement,I agree that making a map could be useful.
Expressing agreement,I agree that the interviews would be great as well as other stories
Expressing agreement,I have to agree that your graphic doesn’t really inform a discussion regarding the data
Expressing agreement,I agree with Brett.
Expressing agreement,I agree that normalizing by dividing by population could be the next step
Expressing agreement,It’s definitely a smart idea to look at the most successful grants and find out what made them work.
Expressing agreement,I do agree that the chart needed to be rotated.
Expressing agreement,I agree
Expressing agreement,with your comments on your PowerPoint that it seems like the maps
Expressing agreement,were more effective than other types of visualizations.
Expressing agreement,"I agree with you, Flourish has some limitations."
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"Like many of the commenters here, I am concerned about your color choices."
Addresses or refers to the group using inclusive pronouns (addressing the whole group),I agree with some of the other comments that a good next step would be to investigate the use of color
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"In response to everyone’s comments about the value of color, I gave it a try."
Addresses or refers to the group using inclusive pronouns (addressing the whole group),we should advocate for data to be clearly formatted and in an open format such as CSV.
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"All Floridians, please excuse my horrible attempt for a quick map, so sorry!"
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"This is amazing, and such an inspiration for the rest of us!"
Addresses or refers to the group using inclusive pronouns (addressing the whole group),"Like others, I could not see the PowerPoint."
Asking questions,Have you analysis deaths caused by suicide? Or you related this to something correlated like drugs?
Asking questions,Are you displaying the resident populations of the countries? What about emigration? What percentage of the native born population is no longer living in the country? And when did they leave?
Asking questions,did you look at using a log transformation so that you could include the big 3?
Asking questions,And what about the lines on the bottom? Where do they come from?
Asking questions,Do you have the data to do this?
Asking questions,"is this list based on """"critical acclaim"""", album sales, or something else?"
Asking questions,Do you have some related data sources where we can further analyse?
Asking questions,Are the hospitalization data the numbers of persons per hundred or thousand?
Asking questions,"Are we looking at actual numbers over time, or at percentages of the population?"
Asking questions,"Perhaps also because of changing networks, they go to the hospital earlier and more often? Thresholds changing?"
Asking questions,DO the colors in the bar chart correspond directly to your scatter plot graphs?
Asking questions,"So, is the point of the graphs to show borough attributes or race distinctions?"
Asking questions,Is there a way to look at how the different groups in the different boroughs are doing?
Asking questions,Are CO2 emissions lower in the countries where the environmental taxes are higher?Or are the taxes higher in those countries that emit the most?
Asking questions,Could driving while under the influence of drugs be going up because police are better at identifying the signs/have better tests for that?
Asking questions,Maybe that’s the largest export for Canada overall in that category?
Asking questions,how about for those areas that will be dominated by the senior citizens?
Asking questions,will those areas be able to support the aging population?
Asking questions,What application did you use to create these graphs?
Asking questions,Was uncertainty (prediction confidence intervals) provided with the original data?
Asking questions,Are the methodologies sound?
Asking questions,Can’t we expect the high numbers of children born in early 2000’s to have children of their own ~20-30 years after they themselves are born?
Asking questions,Is there reason to be worried?
Asking questions,Is there a world or regional benchmark to compare?
Asking questions,Is there a threshold above or below which populations are at risk?
Asking questions,Did you try switching the type and status colums?
Asking questions,Do you have the link to the dataset?
Asking questions,Could you give some clue how to manage these data from Eurostat?Have you done the previous infogtaphi course from A Cairo?
Asking questions,Have you thought of other data or known drivers to help figure out some likely causes or reasons
Asking questions,why you are seeing these patterns?
Asking questions,Have you come up with some questions that you want to explore more and try and focus or refine?
Asking questions,Have you tried to cross data related to crimes with per capita income of the neighborhoods?
Asking questions,This could be an interesting matter to debate: is always necessary a graph to explain/expose data?
Asking questions,"One question that came to my mind is - what is the color encoding in your first chart meant to tell the audience?Do you think that each map needs a separate color, or could you have used the same color scheme?"
Asking questions,isn’t the title of each sub-chart enough?
Asking questions,Are these numbers affecting the current long waiting lists to the system?
Asking questions,Might the increase in Medical Cards holders be due to the 2007 crisis?What about that huge cut in expenditures in 2009?What about the increase in GP card holders in 2014?
Asking questions,Maybe a change in the law/requirements?
Asking questions,But is the last linegraph calculated over All Salmon or just wild salmon?
Asking questions,What the biggest differences between these extremes?
Asking questions,What would be the cause of that?
Asking questions,Are these data perhaps influenced by a growing use of Airbnb by Americans?
Asking questions,Why do you think your colleague found a different average from you?
Asking questions,Were they using a different data set?
Asking questions,I’m curious to know what if anything surprised you about the findings?
Asking questions,might there be a better solution than to use a bar chart?
Asking questions,"Is that correct, or am I reading the chart wrong?"
Asking questions,what contributes to lack of trust?
Asking questions,Did you like Tableau?
Asking questions,Perhaps there is a way to have a single chart with many lines and as you hover over each one the colors could pop out and highlight the lines?
Asking questions,"Maybe that is a lot to ask for this course, but maybe something work looking into if you want to work with this data further?"
Asking questions,"Was this the lite version of Flourish, or was this the downloaded version?"
Asking questions,I wonder if you have the ability to have it auto play at a certain speed?
Asking questions,would that be too much?
Asking questions,What is the large red circle in Florida? Why is it larger?
Asking questions,did you actually follow this link?
Asking questions,I wonder what it is about that region and timeframe that cause such an increase?
Asking questions,What else was going on in that region at that time?
Asking questions,Is there not an option available to exclude the rest of North America on this template?
Asking questions,how many dogs are there in those countries?
Asking questions,"Curious what your level of expertise is with Tableau, and how long this took to create."
Asking questions,Just a question. What is the measure to calculate cheese production in 2015?
Asking questions,"Are those numbers tons, kg or number of cheeses?"
Asking questions,Did you try to arrange them in a different way?
Asking questions,did you think of exploring stories behind the data?
Asking questions,I have a question: were you using the free version of Flourish?
Asking questions,Can you tell me how you inserted those images at the beginning and the end of the data visualisation?
Asking questions,"I have a question, though"
Asking questions,what do you think?
Asking questions,did you mention any BollyWood star in the presentation?
Asking questions,"Maybe even put that into context of the GDP (how """"valuable"""" is an average cinema admission across the countries?"
Asking questions,Do you know any specific data source?
Asking questions,Did you sign up for the full monthly charges to tell the story?
Asking questions,what is the map actually showing? Why not use a color pallete to show sales or revenue - same data as in the bar chart?
Asking questions,where does this data come from?
Asking questions,"Is it the case, or do you have the data, just decided to use them just in words?"
Asking questions,Do you know why Nigeria stopped being a producer of these films?
Asking questions,May I share the link?
Asking questions,are people from the southern countries more happy than people from the northern countries?
Asking questions,Did you try to make a map with your dataset?
Asking questions,Could you make a screen dump of the data tab in Flourish?
Asking questions,interpret.How did you make the bubbles proportional to the population?Have you created a separate column manually?
Asking questions,Do you think I could try and make a bar chart to avoid the overlapping?
Asking questions,"Could I ask you what you mean by """"space out the charts vertically""""? Do you mean to add more space between the charts for the different subjects?"
Asking questions,Was one of the explorations you wanted to do some sort of small multiples display?
Asking questions,Did you find that any of your Flourish charts explained or explored the data in a meaningful way?
Asking questions,Were you able to draw any conclusions or find any relationships or trends by looking at the charts?
Asking questions,"Am I correct that these Flourish elements are static elements, like screen shots or PNGs?"
Asking questions,Do you happen to know if there are any kinds of add-ins to add interactive Flourish (or Tableau) elements into PowerPoint decks?
Asking questions,How would you read it?
Asking questions,Has its consumption been always the same?
Asking questions,Does this mean that there is no data for the greyed out regions or they are low on the scale?
Asking questions,I wonder if any custom CSS could accomplish this?
Asking questions,Have you tried to find out (through more data exploration) what factors influenced the very different trends among the provinces?
Asking questions,do you have any ideas which factors influence the trends in employment?
Asking questions,Did you want to show the 4 bar as political party?
Asking questions,What did you want to show us?
Asking questions,does attending school directly make one literate?
Asking questions,why are there just some country names at the right end of the lines?
Asking questions,"I mean - is the age matter?You showed us that the number of users increased, do we really need to know it by ages?"
Asking questions,then what does the average really tell you?
Asking questions,What do you think?
Asking questions,Which would work better to convey the erratic nature of the voting for parliament?
Asking questions,A question I have:Is there a significance to the size of each dot?
Asking questions,"Do they represent number of seats in parliament, or level of popular support?"
Asking questions,Did you look at the link and scroll down and see the couple of graphs on that page?
"Complementing, expressing appreciation","Hello Christopher,What a nice topic. I love rock and roll."
"Complementing, expressing appreciation","Hi, Rodrigo --Many thanks for the feedback!"
"Complementing, expressing appreciation",You have posed some very interesting questions that I intend to explore in more detail.
"Complementing, expressing appreciation","Chris, I really loved your work"
"Complementing, expressing appreciation","Hi, Andrea --I’m glad you like the work I’ve done so far."
"Complementing, expressing appreciation",Many thanks for the suggestions!
"Complementing, expressing appreciation",Many thanks for your ideas!
"Complementing, expressing appreciation",Hi Christopher!Really interesting topic!
"Complementing, expressing appreciation",Your graphics are nice and clean.
"Complementing, expressing appreciation",Thanks for the great post!
"Complementing, expressing appreciation",Christopher--Truly fascinating topic!
"Complementing, expressing appreciation",The work you’ve done to gather and clean this data is impressive enough on its own.
"Complementing, expressing appreciation","Hi, Steve --You beat me to it!"
"Complementing, expressing appreciation",Thanks for sharing the visualizations!
"Complementing, expressing appreciation",nice to see how you played around to get different insights from the data.
"Complementing, expressing appreciation","Hi Charlotte, very interesting topic, you have opened quite a lot the research, spared no effort to understand your data in various ways, this is very cool."
"Complementing, expressing appreciation","Anyway, good exploration work!"
"Complementing, expressing appreciation","Hi Daniel,Thanks for responding to my entry and for the feedback!"
"Complementing, expressing appreciation","Charlotte,Thank you for posting all of the different ways that you played with the data to then look for associations."
"Complementing, expressing appreciation",Great share and explanation of what you did
